,time,open,high,low,close,volume,ticker
377,7/7/2017,24610,24700,24110,24110,1164990,VCB
378,7/10/2017,24240,24360,23680,23740,1364350,VCB
379,7/11/2017,23680,23860,23430,23860,1103920,VCB
380,7/12/2017,23930,23990,23580,23680,1299690,VCB
381,7/13/2017,23990,23990,23680,23800,467540,VCB
382,7/14/2017,23800,23890,23710,23830,386280,VCB
383,7/17/2017,23830,23890,23490,23490,703340,VCB
384,7/18/2017,23430,23680,23400,23520,1396110,VCB
385,7/19/2017,23550,23650,23360,23430,1170570,VCB
386,7/20/2017,23360,23430,23120,23330,1086130,VCB
387,7/21/2017,23430,23490,23050,23050,1058900,VCB
388,7/24/2017,23050,23240,22840,23240,914230,VCB
389,7/25/2017,23180,23270,22990,23240,483370,VCB
390,7/26/2017,23330,23430,23180,23300,1240450,VCB
391,7/27/2017,23300,23400,23270,23270,661800,VCB
392,7/28/2017,23270,23550,23240,23360,1246630,VCB
393,7/31/2017,23430,23610,23360,23520,1097910,VCB
394,8/1/2017,23680,24110,23680,23930,1710380,VCB
395,8/2/2017,23740,23930,23550,23740,943280,VCB
396,8/3/2017,23860,23930,23740,23860,677010,VCB
397,8/4/2017,23860,23930,23610,23710,755620,VCB
398,8/7/2017,23740,23830,23680,23710,748690,VCB
399,8/8/2017,23710,24270,23710,23930,1643470,VCB
400,8/9/2017,23930,24020,23360,23550,1227850,VCB
401,8/10/2017,23400,23610,23330,23490,1133390,VCB
402,8/11/2017,23330,23400,23240,23330,580140,VCB
403,8/14/2017,23330,23550,23330,23460,363540,VCB
404,8/15/2017,23430,23490,23240,23240,466800,VCB
405,8/16/2017,23240,23400,23210,23360,388380,VCB
406,8/17/2017,23360,23400,23150,23240,521370,VCB
407,8/18/2017,23240,23550,23150,23360,720950,VCB
408,8/21/2017,23360,23430,23240,23300,257280,VCB
409,8/22/2017,23360,23360,22990,22990,547530,VCB
410,8/23/2017,23050,23120,22870,23050,551970,VCB
411,8/24/2017,23150,23330,22990,23080,326460,VCB
412,8/25/2017,23080,23300,23080,23150,222240,VCB
413,8/28/2017,23150,23330,23120,23330,664630,VCB
414,8/29/2017,23330,23360,23050,23050,691290,VCB
415,8/30/2017,23050,23240,22990,23050,697600,VCB
416,8/31/2017,22990,23330,22960,23120,697650,VCB
417,9/1/2017,23300,23360,23120,23330,655740,VCB
418,9/5/2017,23300,23860,23150,23770,1658120,VCB
419,9/6/2017,23680,23770,23520,23680,589690,VCB
420,9/7/2017,23680,23680,23490,23490,558020,VCB
421,9/8/2017,23680,23740,23460,23490,753240,VCB
422,9/11/2017,23550,24240,23490,23490,1858420,VCB
423,9/12/2017,23490,23740,23460,23710,1335940,VCB
424,9/13/2017,23930,23930,23610,23710,774520,VCB
425,9/14/2017,23800,23990,23610,23860,2432090,VCB
426,9/15/2017,23860,23930,23610,23680,2799180,VCB
427,9/18/2017,23680,23800,23430,23430,2916990,VCB
428,9/19/2017,23330,23550,23240,23300,2466890,VCB
429,9/20/2017,23330,23800,23330,23550,2168280,VCB
430,9/21/2017,23610,23770,23520,23580,1215880,VCB
431,9/22/2017,23580,23610,23430,23460,1052820,VCB
432,9/25/2017,23460,23520,23330,23360,1065690,VCB
433,9/26/2017,23360,23490,23240,23460,871840,VCB
434,9/27/2017,23610,23680,23400,23490,1377060,VCB
435,9/28/2017,23680,23840,23620,23710,1573710,VCB
436,9/29/2017,23710,24030,23680,23940,2122200,VCB
437,10/2/2017,24060,24250,23840,23970,1205110,VCB
438,10/3/2017,24060,24130,23870,23940,1417210,VCB
439,10/4/2017,23870,24830,23870,24700,4836990,VCB
440,10/5/2017,24950,25460,24640,24640,5672370,VCB
441,10/6/2017,24640,24920,24600,24860,2322970,VCB
442,10/9/2017,25050,25240,24920,25080,2500440,VCB
443,10/10/2017,25080,25400,24950,25240,2583380,VCB
444,10/11/2017,25340,25400,24860,25050,2835470,VCB
445,10/12/2017,25050,25110,24860,24860,1767480,VCB
446,10/13/2017,24830,25080,24830,25050,1784200,VCB
447,10/16/2017,25110,25140,24790,24860,1542490,VCB
448,10/17/2017,24860,26100,24830,26100,3062770,VCB
449,10/18/2017,26040,26350,25810,25910,3053330,VCB
450,10/19/2017,25910,26040,25650,25780,1482080,VCB
451,10/20/2017,25810,26290,25750,25970,2072400,VCB
452,10/23/2017,26000,26320,25340,25400,3568930,VCB
453,10/24/2017,25370,25650,25140,25460,1212060,VCB
454,10/25/2017,25460,25970,25460,25940,1385130,VCB
455,10/26/2017,25940,26260,25590,25840,1922030,VCB
456,10/27/2017,25840,26740,25750,26740,2347090,VCB
457,10/30/2017,26930,27340,26420,26670,3808170,VCB
458,10/31/2017,26670,26800,26350,26350,1322440,VCB
459,11/1/2017,26480,26640,26320,26480,2149100,VCB
460,11/2/2017,26480,27310,26160,26160,2341010,VCB
461,11/3/2017,26160,26670,25970,26670,1399850,VCB
462,11/6/2017,26740,27310,26610,27050,2460760,VCB
463,11/7/2017,27050,27280,26740,27020,1712940,VCB
464,11/8/2017,27020,28010,26860,27750,2695690,VCB
465,11/9/2017,27880,28010,27440,27440,1899000,VCB
466,11/10/2017,27370,27790,27250,27440,2187370,VCB
467,11/13/2017,27690,27820,27370,27630,2104320,VCB
468,11/14/2017,27690,28260,27600,27880,3008230,VCB
469,11/15/2017,27880,28140,27750,27750,1304050,VCB
470,11/16/2017,27850,28550,27750,28450,2077060,VCB
471,11/17/2017,28520,28740,28230,28260,2063770,VCB
472,11/20/2017,28260,28650,28230,28650,1783000,VCB
473,11/21/2017,28840,30360,28770,29730,3799100,VCB
474,11/22/2017,29730,30620,29730,30560,3116060,VCB
475,11/23/2017,31000,31130,29820,30490,2666680,VCB
476,11/24/2017,30240,30360,29920,30170,1363450,VCB
477,11/27/2017,30240,30680,29790,30490,2242960,VCB
478,11/28/2017,30650,30810,30240,30680,1712500,VCB
479,11/29/2017,30560,31190,30560,31190,1440140,VCB
480,11/30/2017,31060,31830,30870,30870,1997210,VCB
481,12/1/2017,30940,31130,30560,30750,2085760,VCB
482,12/4/2017,30870,31450,30750,31450,1939700,VCB
483,12/5/2017,31450,31830,30620,30620,1975550,VCB
484,12/6/2017,30560,30750,29980,30560,2102030,VCB
485,12/7/2017,30560,30560,29730,30300,2737090,VCB
486,12/8/2017,30300,30300,29600,29950,1517040,VCB
487,12/11/2017,29600,29860,28390,28390,1447900,VCB
488,12/12/2017,28650,28900,26480,28450,2440280,VCB
489,12/13/2017,28650,28710,27820,28010,1177420,VCB
